time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
4.343442,-3.4055,-1.9495,-0.6472,3.977
4.352103,-3.7622,-2.0793,-0.9625,4.405
4.359462,-3.7333,-2.2940,-1.5742,4.656
4.367268,-3.5634,-2.0972,-2.0413,4.611
4.375387,-3.2167,-2.1054,-2.2788,4.469
4.383494,-2.6096,-2.0061,-2.5821,4.183
4.392910,-1.7686,-1.9375,-2.4841,3.613
4.408422,-1.1417,-2.0171,-2.1598,3.168
4.409394,-0.6462,-1.9404,-1.9324,2.814
4.414635,-0.1565,-1.8282,-1.6092,2.441
4.424251,0.0566,-1.7013,-1.4815,2.257
4.432042,0.3599,-1.8376,-1.4605,2.375
4.439948,0.5837,-2.2281,-1.4244,2.708
4.448918,0.5932,-3.0785,-1.4675,3.462
4.457400,0.0637,-3.7840,-1.5036,4.072
4.465540,-0.9831,-4.2517,-1.5463,4.630
4.474413,-2.1296,-4.5277,-1.5716,5.244
4.481880,-2.9954,-4.7419,-1.5711,5.825
4.487523,-3.5564,-4.8646,-1.4297,6.193
4.501710,-3.7296,-4.8616,-1.1837,6.241
4.502646,-3.4659,-4.7193,-0.9403,5.930
4.517071,-2.9782,-4.3154,-0.4705,5.264
4.520005,-2.5587,-3.7445,0.0753,4.536
4.528835,-2.2385,-3.0753,0.5375,3.842
4.535046,-1.9988,-2.3110,1.0001,3.215
4.542473,-1.8669,-1.4185,1.3640,2.713
4.550525,-1.6560,-0.3589,1.5159,2.274
4.558682,-1.4209,0.7015,1.2679,2.029
4.566513,-1.1210,1.8881,0.6644,2.294
4.575138,-0.7938,3.1119,0.3852,3.235
4.583416,-0.3129,4.1033,0.2209,4.121
4.591281,0.1535,4.8346,0.4199,4.855
4.599629,1.1742,4.9356,1.2328,5.221
4.607634,2.4572,4.5677,2.4375,5.731
4.615134,3.9706,3.8614,3.9545,6.805
4.623257,5.4222,3.6078,4.9418,8.175
4.632294,6.1508,4.5464,4.6136,8.932
4.640900,6.4528,5.7940,3.9376,9.524
4.648864,6.4221,6.1163,4.1459,9.790
4.657465,5.0385,5.2194,4.3737,8.471
4.665985,3.4368,3.1782,4.2525,6.324
4.671238,2.3544,0.4321,3.7127,4.417
4.681484,1.4676,-2.0434,3.1020,3.994
4.689874,0.3503,-4.0230,2.3982,4.697
4.694768,-0.7210,-5.5103,1.6509,5.797
4.703474,-1.4839,-6.2594,0.9240,6.499
4.710767,-2.3714,-6.6928,0.4496,7.115
4.724438,-3.3007,-6.1743,0.3631,7.011
4.728483,-3.7082,-4.0635,-0.0735,5.502
4.734826,-3.1354,-0.6985,-0.5784,3.264
4.742754,-2.1937,2.7582,-0.8694,3.630
4.751174,-1.9313,6.3212,-1.0177,6.688
4.759667,-2.4978,8.7395,-1.1533,9.162
4.767109,-4.1062,9.6684,-0.4313,10.513
4.775041,-5.3676,8.3589,-0.1625,9.935
4.782852,-4.8160,7.7004,0.9159,9.128
4.791192,-2.9352,8.7354,3.8397,9.983
4.801717,1.7870,5.7362,3.0134,6.721
4.813601,6.5242,2.0822,-1.0547,6.929
4.818727,8.5695,-1.0781,-5.5939,10.290
4.823104,6.8038,-3.4783,-7.1925,10.494
4.830984,3.0638,-4.7509,-6.8161,8.855
4.839811,-0.8888,-4.9929,-6.3380,8.117
4.846623,-3.4457,-4.1632,-5.3029,7.571
4.856404,-4.7454,-3.0530,-3.7164,6.757
4.865350,-5.5647,-1.8603,-1.6839,6.104
4.873405,-5.8798,-1.0915,-0.2772,5.987
4.881703,-6.0350,-0.5841,0.8704,6.125
4.889134,-6.4299,-0.2362,1.6365,6.639
4.895268,-6.8254,0.2788,1.3171,6.957
4.903663,-7.0520,0.7670,0.4228,7.106
4.919902,-7.4685,1.4731,-0.5237,7.630
4.921548,-7.6504,2.0764,-1.2910,8.032
4.927060,-7.1570,2.5100,-1.9728,7.837
4.935564,-4.9457,2.3789,-2.1652,5.900
4.943079,-3.2922,1.7430,-2.2807,4.368
4.952000,-2.5110,1.0191,-2.4237,3.636
4.959631,-2.0173,0.2783,-2.3970,3.145
4.967014,-1.6262,-0.3719,-2.2690,2.816
4.975373,-1.1976,-0.7899,-1.9756,2.442
4.983488,-0.9101,-1.0498,-1.7186,2.210
4.991381,-0.5588,-1.3306,-1.5666,2.130
5.001810,-0.1498,-1.5692,-1.3855,2.099
5.022513,0.2494,-1.7153,-1.3056,2.170
5.023540,0.7399,-1.7717,-1.2441,2.288
5.024252,1.1216,-1.6622,-1.1911,2.332
5.031339,1.4607,-1.3993,-1.0384,2.274
5.040213,1.6018,-1.0955,-0.6802,2.056
5.048554,1.6673,-1.0332,-0.0840,1.963
5.056730,1.7391,-1.1908,0.5358,2.175
5.064771,1.7905,-1.4437,1.0040,2.510
5.074371,0.9940,-1.4829,1.0925,2.093
5.082213,0.1066,-1.3993,0.8074,1.619
5.089686,-0.4599,-1.1229,0.2160,1.233
5.098285,-0.5168,-0.6657,-0.4322,0.947
5.110305,-0.1357,-0.4683,-0.9343,1.054
5.111242,0.6367,-0.6172,-1.3877,1.647
5.123448,1.2285,-0.7968,-1.4513,2.062
5.128582,1.6385,-0.9907,-1.1608,2.239
5.134612,1.7191,-1.0099,-0.7673,2.136
5.142946,1.5666,-0.9311,-0.2991,1.847
5.150723,1.3924,-0.6628,0.2446,1.561
5.158791,1.2739,-0.3197,0.6521,1.466
5.166986,1.2353,0.1439,1.1200,1.674
5.174936,1.0930,0.6254,1.6964,2.113
5.182941,0.8130,1.0244,2.2521,2.604
5.192229,0.6214,1.2283,2.4634,2.822
5.201003,0.6038,1.0746,2.3905,2.690
5.210018,0.5142,0.7042,2.2234,2.388
5.215100,0.4712,-0.0175,1.9768,2.032
5.222803,0.2096,-0.7516,1.3476,1.557
5.231052,-0.1837,-1.1082,0.4006,1.193
5.239775,-0.5320,-1.0130,-0.5381,1.264
5.248402,-0.7545,-0.4589,-1.0817,1.396
5.256466,-0.7208,-0.1389,-1.0239,1.260
5.264715,-0.5173,0.1140,-0.6616,0.848
5.273075,-0.1515,0.2051,-0.3388,0.424
5.282115,0.2981,0.1252,-0.1764,0.368
5.289770,0.5300,-0.0386,-0.0754,0.537
5.295099,0.5311,-0.1875,0.0660,0.567
5.303561,0.4963,-0.3094,0.1852,0.613
5.310997,0.4481,-0.5064,0.1560,0.694
5.326457,0.4284,-0.5704,-0.0961,0.720
5.327369,0.3481,-0.5469,-0.5876,0.875
5.335180,0.4868,-0.3950,-1.1239,1.287
5.343819,0.7899,-0.1298,-1.5614,1.755
5.351512,1.1226,0.2582,-1.7553,2.100
5.359567,1.3223,0.7230,-1.5643,2.172
5.367234,1.2692,1.2454,-1.0932,2.087
5.375371,0.9834,1.6606,-0.4946,1.992
5.383372,0.6958,1.8611,0.1635,1.994
5.391684,0.4417,1.6824,1.5300,2.317
5.401926,0.7084,1.0096,3.3192,3.541
5.416238,1.1756,0.3417,4.0078,4.191
5.417314,1.5832,0.0496,3.5883,3.922
5.423336,2.2568,1.0044,1.9745,3.162
5.431067,2.5530,2.4726,0.0374,3.554
5.439383,2.2668,3.6883,-1.3601,4.538
5.447349,2.2178,4.2253,-2.2889,5.292
5.457277,2.4660,4.0735,-3.0755,5.669
5.465456,2.9185,3.3882,-3.5031,5.681
5.473398,3.2726,2.7859,-3.2275,5.375
5.481543,3.4075,2.6179,-2.1734,4.815
5.490153,3.4467,2.6174,-0.5092,4.358
5.498192,3.5160,2.3826,1.3448,4.455
5.509958,3.4903,1.8044,2.5718,4.696
5.513742,3.0481,1.0055,2.4578,4.043
5.523189,2.1768,0.0744,1.4280,2.604
5.529154,1.1949,-0.4127,0.3246,1.305
5.534857,0.3648,-0.4676,-0.2234,0.634
5.542953,-0.1307,-0.3365,-0.2400,0.433
5.550979,-0.5019,-0.0684,0.1039,0.517
5.559137,-0.8686,0.3640,0.4945,1.064
5.567546,-1.5182,1.0522,0.7885,2.008
5.575534,-2.1074,1.5914,0.7987,2.759
5.583076,-2.5733,2.0129,0.8567,3.378
5.590953,-3.1814,2.4078,1.0014,4.114
5.601309,-3.7259,2.7544,1.2680,4.804
5.608009,-3.9639,3.2369,1.6055,5.364
5.615699,-4.0207,3.8498,1.5215,5.771
5.623830,-3.8714,3.7910,1.0116,5.512
5.631336,-3.1861,2.8280,0.0157,4.260
5.640168,-1.9526,1.8842,-0.9763,2.884
5.648549,-1.1543,1.3677,-1.4312,2.292
5.656457,-0.6403,0.9828,-1.5696,1.959
5.664323,0.1875,0.4682,-2.1332,2.192
5.672324,0.1019,-0.2873,-2.6728,2.690
5.680959,-0.4343,-1.0179,-2.5962,2.822
5.687041,-0.8267,-1.5636,-2.4437,3.017
5.696507,-1.1434,-1.7744,-2.3794,3.181
5.702600,-1.5600,-2.0591,-2.3555,3.496
5.710503,-1.8218,-2.3466,-2.0573,3.614
5.718658,-2.8551,-2.5586,-1.3825,4.075
5.735743,-3.3628,-0.9079,-8.3863,9.081
5.737585,-2.2455,-0.7972,-8.1299,8.472
5.742593,-0.8293,-1.3252,-6.4928,6.678
5.750814,-0.0609,-1.1061,-3.8588,4.015
5.759037,0.5749,-0.7843,-2.6109,2.786
5.766872,0.7844,-0.0382,-1.4878,1.682
5.775231,0.3690,0.6891,-0.2229,0.813
5.783563,-0.8550,0.6253,0.4339,1.145
5.791139,-2.1697,-0.1799,0.9631,2.381
5.801447,-3.2835,-1.0343,1.2601,3.666
5.813703,-4.0035,-1.7009,1.2184,4.517
5.818442,-4.3889,-2.4932,0.9215,5.131
5.823264,-4.4249,-3.1836,0.2941,5.459
5.830953,-4.2014,-3.5842,-0.5026,5.545
5.839331,-3.6964,-3.9018,-1.3535,5.542
5.847721,-3.0752,-3.8616,-2.1345,5.378
5.855574,-2.6629,-3.6800,-2.6278,5.248
5.864546,-2.3093,-3.3884,-3.0161,5.090
5.872537,-1.9394,-3.0210,-3.1768,4.794
5.880327,-1.8071,-2.6708,-2.7440,4.234
5.888779,-1.6504,-2.3020,-2.2470,3.616
5.897447,-1.5835,-1.9746,-1.6464,3.019
5.903192,-1.5902,-1.6225,-1.0212,2.491
5.917808,-1.5626,-1.2839,-0.4886,2.081
5.921557,-1.4866,-0.8485,0.0503,1.712
5.926933,-1.2904,-0.3955,0.4285,1.416
5.936761,-0.8989,-0.0551,0.6265,1.097
5.943272,-0.4814,0.3479,0.6099,0.851
5.951082,0.0735,0.6322,0.5251,0.825
5.959799,0.4903,0.9524,0.3455,1.126
5.967288,1.0533,1.0742,0.2197,1.520
5.975632,1.5876,1.0775,0.2477,1.935
5.983447,2.2289,0.9787,0.5672,2.500
5.991456,2.9413,0.7984,1.0383,3.220
6.001181,3.7619,0.7107,1.6866,4.183
6.014982,4.1941,0.6550,2.3297,4.842
6.020172,3.9745,0.5403,3.0272,5.025
6.024070,2.6871,0.5167,3.4076,4.370
6.030611,1.1256,0.5515,3.3855,3.610
6.038921,-0.2601,0.6418,3.0710,3.148
6.047331,-1.3914,0.8065,2.4319,2.916
6.055981,-2.1172,1.1451,1.6029,2.892
6.065122,-2.7159,1.3961,0.8859,3.180
6.073164,-2.9517,1.4773,0.2866,3.313
6.081193,-2.5121,1.1379,0.3317,2.778
6.089461,-1.5329,0.5688,0.8604,1.848
6.097098,-0.2625,0.0530,1.5678,1.590
6.105781,0.8748,-0.5444,2.3517,2.568
6.117744,1.6136,-1.2589,2.8253,3.489
6.119654,2.0988,-1.2836,3.1845,4.024
6.131788,2.9430,-0.3287,3.0204,4.230
6.137589,3.2950,0.9213,1.7886,3.861
6.143080,3.1265,3.0712,0.8947,4.473
6.150799,2.9386,5.4657,0.6140,6.236
6.159686,2.0979,7.0762,0.4238,7.393
6.166975,-0.3187,7.8180,0.1014,7.825
6.175242,-2.9328,7.7007,-0.1100,8.241
6.183211,-4.5771,7.6872,-0.5266,8.962
6.190896,-5.5395,7.7097,-1.3576,9.590
6.199301,-5.9511,7.8659,-3.4747,10.458
6.207254,-5.1489,6.9211,-3.5914,9.344
6.216150,-2.5199,4.7825,-1.2203,5.542
6.223141,0.6756,1.9027,0.7590,2.157
6.231209,3.1517,-0.8067,1.2311,3.478
6.238941,3.9317,-3.1873,0.4039,5.077
6.247402,2.9602,-4.7501,-1.0322,5.691
6.255313,1.7128,-5.7164,-2.5773,6.500
6.263122,0.5643,-6.2474,-3.6000,7.232
6.271052,-1.0842,-6.1448,-4.5779,7.739
6.279656,-2.3453,-5.7106,-4.9893,7.938
6.287705,-3.4113,-5.0862,-4.8327,7.801
6.295760,-4.0266,-4.4362,-4.3902,7.427
6.304954,-4.5213,-3.7909,-4.0906,7.180
6.311140,-4.7031,-3.2137,-4.1363,7.040
6.319106,-4.2977,-2.4323,-5.3755,7.299
6.326982,-4.2072,-1.0747,-3.8351,5.793
6.335319,-4.4751,0.6206,-0.2365,4.524
6.343132,-3.9975,2.0883,3.4054,5.651
6.351160,-2.6545,2.7185,5.6390,6.800
6.359543,-2.1509,2.6803,6.4484,7.307
6.367709,-2.2406,2.3352,5.6561,6.517
6.375438,-2.3293,1.8006,3.1660,4.323
6.383417,-2.5325,1.0498,0.4045,2.771
6.391306,-2.6977,0.5353,-1.9536,3.374
6.399211,-2.0750,-0.0144,-3.7564,4.291
6.408583,-1.5077,-0.6034,-4.6447,4.920
6.418268,-0.9149,-1.0808,-4.8791,5.080
6.423859,-0.3364,-1.5349,-4.3084,4.586
6.431360,-0.0649,-1.7005,-2.9067,3.368
6.439562,0.2214,-1.5471,-0.7261,1.723
6.447050,0.8693,-1.2426,1.8473,2.390
6.455518,1.2484,-0.7321,2.8241,3.173
6.463429,1.1374,-0.1857,2.3694,2.635
6.472731,0.6661,0.4422,1.0969,1.357
6.480450,-0.1317,0.9911,-0.5300,1.132
6.488510,-0.9257,1.3319,-2.1322,2.679
6.497923,-1.4153,1.5321,-3.3470,3.944
6.506720,-1.4469,1.4384,-3.5974,4.136
6.518630,-1.4870,1.1225,-2.9191,3.463
6.519525,-1.5129,0.4355,-1.8405,2.422
6.529933,-1.5610,-0.2921,-0.9048,1.828
6.534793,-1.8171,-0.8784,-0.3675,2.051
6.542896,-2.0669,-1.3186,-0.1044,2.454
6.551002,-2.2227,-1.6218,-0.1304,2.755
6.558894,-2.4211,-1.7712,-0.2598,3.011
6.567161,-2.6664,-1.6615,-0.4645,3.176
6.575061,-2.7750,-1.4938,-0.6353,3.215
6.583521,-2.8350,-1.1750,-0.6047,3.128
6.591041,-2.8879,-0.8249,-0.4302,3.034
6.598709,-3.2637,-0.3768,-0.2246,3.293
6.609131,-3.7078,0.0830,-0.0126,3.709
6.622001,-4.2343,0.4877,0.2022,4.267
6.626704,-4.5304,0.8422,0.8908,4.693
6.630711,-3.6384,0.8936,1.4420,4.014
6.639051,-2.3958,0.5777,0.7523,2.577
6.648160,-2.1169,0.3282,-0.6480,2.238
6.656429,-1.6649,0.2253,-1.8206,2.477
6.664122,-1.2364,0.2053,-2.4529,2.755
6.672474,-0.8887,0.1191,-2.8220,2.961
6.681214,-0.5694,0.1073,-2.5377,2.603
6.690148,-0.2949,0.1812,-1.9117,1.943
6.695082,-0.0839,0.1457,-1.2897,1.301
6.708145,0.1806,0.0349,-0.7357,0.758
6.726920,0.5032,-0.1814,-0.4228,0.682
6.727550,0.9485,-0.4880,-0.2959,1.107
6.727859,1.4372,-0.7194,-0.2728,1.630
6.735383,1.9524,-0.8229,-0.5575,2.191
6.742692,2.4134,-0.7550,-0.9923,2.716
6.750809,2.7752,-0.5544,-1.4352,3.173
6.758920,2.9179,-0.3051,-1.7772,3.430
6.767425,2.8690,-0.0794,-1.9062,3.445
6.775829,2.5263,0.1990,-1.8133,3.116
6.783394,1.9070,0.4456,-1.5006,2.467
6.791001,1.2184,0.5074,-1.2261,1.801
6.799070,0.7097,0.2835,-0.8907,1.174
6.808831,0.4835,-0.0152,-0.4526,0.662
6.821560,0.3663,-0.2381,-0.0161,0.437
6.826256,0.2223,-0.3297,0.4337,0.588
6.830953,0.1124,-0.1702,0.7497,0.777
6.839038,0.1282,0.3510,0.6654,0.763
6.847220,0.0716,0.9471,0.3219,1.003
6.855660,-0.1418,1.5608,-0.1887,1.579
6.864385,-0.3511,2.0817,-0.5997,2.195
6.871785,-0.7230,2.6028,-0.8487,2.832
6.880563,-1.0821,2.9705,-0.8550,3.275
6.888868,-1.2399,3.1057,-0.3714,3.365
6.897967,-1.3463,3.0438,0.4313,3.356
6.905697,-1.5705,2.8378,1.3612,3.517
6.916106,-2.1503,2.5882,2.7637,4.354
6.923316,-2.3712,2.1805,3.0177,4.414
6.931679,-1.9759,1.7912,1.1718,2.913
6.936378,-1.5398,1.6886,-0.7305,2.399
6.943344,-0.8201,1.6292,-1.7474,2.526
6.951366,-0.4145,1.4771,-1.8931,2.437
6.958993,-0.1941,1.5535,-1.4680,2.146
6.967393,-0.4908,1.7687,-0.7580,1.986
6.975309,-1.1755,2.1828,-0.2541,2.492
6.983087,-2.0578,2.2600,-0.0322,3.057
6.991039,-2.6316,1.9641,0.1874,3.289
6.999086,-2.8476,1.3961,0.4127,3.198
7.008881,-2.4608,0.8941,0.5680,2.679
7.021916,-1.9767,0.5635,0.7043,2.173
7.026715,-1.1736,0.2484,0.8064,1.445
7.031540,-0.4975,0.0169,0.8235,0.962
7.039197,-0.4370,-0.2113,1.0190,1.129
7.047368,-0.7427,-0.4197,1.2388,1.504
7.055454,-0.9937,-0.7919,1.4459,1.925
7.063443,-1.0917,-1.1084,1.3979,2.092
7.073597,-1.1309,-1.5021,1.1256,2.191
7.080477,-1.0708,-1.8260,0.6467,2.213
7.088504,-1.0389,-2.1336,0.0718,2.374
7.096564,-1.0164,-2.3862,-0.5826,2.658
7.105472,-0.9781,-2.3307,-1.0245,2.727
7.117214,-0.9281,-2.1827,-1.3344,2.721
7.123878,-0.7543,-1.9134,-1.5658,2.585
7.129776,-0.6388,-1.4704,-1.7363,2.363
7.135468,-0.4585,-1.2602,-1.9282,2.349
7.142854,-0.0726,-1.2317,-1.9797,2.333
7.150837,0.4452,-1.3128,-1.8742,2.331
7.159398,0.8859,-1.3283,-1.5889,2.253
7.167088,1.3406,-1.2884,-1.3084,2.274
7.175250,1.7502,-1.1498,-1.0931,2.362
7.183280,2.2499,-0.9695,-0.8424,2.591
7.191158,2.7534,-0.9819,-0.3075,2.939
7.198977,3.0545,-0.9890,-0.0439,3.211
7.208699,3.0485,-0.8293,0.1456,3.163
7.218684,2.5612,-0.7678,0.2929,2.690
7.223447,1.7984,-0.8520,0.4557,2.042
7.230845,1.0088,-0.9787,0.5449,1.507
7.239119,0.4814,-1.2174,0.5853,1.434
7.247426,0.1605,-1.5385,0.5705,1.649
7.256541,-0.0801,-1.7797,0.5691,1.870
7.263902,-0.2909,-1.9719,0.5663,2.072
7.272280,-0.4492,-2.1201,0.6042,2.250
7.280538,-0.6229,-2.1841,0.6544,2.364
7.289386,-0.6293,-2.2135,0.6012,2.379
7.298516,-0.6903,-2.1611,0.5032,2.324
7.305382,-0.7611,-2.1029,0.3732,2.267
7.317175,-0.8706,-2.0007,0.4010,2.218
7.332559,-0.9980,-1.8897,0.4814,2.191
7.333533,-1.0185,-1.7316,0.6933,2.125
7.338226,-0.9786,-1.6893,0.9360,2.165
7.342879,-0.9469,-1.7318,1.1462,2.282
7.350899,-0.8563,-1.7540,1.2490,2.317
7.359707,-0.7992,-1.7316,1.2993,2.308
7.367819,-0.8220,-1.7464,1.3362,2.348
7.375865,-0.9239,-1.7140,1.4039,2.400
7.383662,-0.8899,-1.5335,1.4612,2.297
7.391470,-0.8522,-1.2383,1.5703,2.174
7.398979,-0.7584,-0.8330,1.6973,2.037
7.409430,-0.6073,-0.4250,1.7769,1.925
7.425634,-0.3411,-0.1073,1.7536,1.790
7.426581,-0.1275,0.1303,1.7329,1.742
7.432173,0.0977,0.3432,1.7359,1.772
7.439229,0.4516,0.3757,1.7585,1.854
7.447442,0.8356,0.2996,1.8183,2.023
7.455767,1.1988,0.0906,1.8421,2.200
7.464603,1.5912,0.0164,1.7940,2.398
7.473257,2.0063,-0.0026,1.7139,2.639
7.481016,2.1059,0.0955,1.7382,2.732
7.488871,2.4316,0.1886,1.8475,3.060
7.497198,2.5909,0.4441,1.9839,3.293
7.505254,2.6447,0.7803,2.0769,3.452
7.513484,2.2818,1.1827,2.1185,3.331
7.525926,1.8197,1.4294,2.2879,3.254
7.541941,1.5721,1.4572,2.7001,3.448
7.542932,1.6132,1.2542,3.2036,3.800
7.548165,1.9124,0.8465,3.5733,4.140
7.551466,2.0780,0.5800,3.8030,4.372
7.558743,2.4536,0.9948,3.9652,4.768
7.566752,2.7699,1.8221,3.0983,4.538
7.575071,2.3769,2.4385,1.9175,3.908
7.583101,1.9417,3.4327,1.9872,4.416
7.591217,1.3977,4.4236,2.2553,5.158
7.599171,0.4807,4.9159,2.1639,5.393
7.607263,-0.6967,4.9459,2.0182,5.387
7.616995,-1.6559,4.9321,1.8364,5.517
7.631788,-2.5411,5.5935,0.6120,6.174
7.632380,-4.1144,7.1709,-1.0131,8.329
7.639814,-5.8164,7.3035,0.5422,9.352
7.647182,-5.8440,5.1418,3.3297,8.466
7.655019,-3.9636,1.6639,5.8089,7.227
7.663309,-1.4945,-1.2539,6.2784,6.574
7.671337,1.4021,-3.6053,3.8341,5.446
7.680913,2.2994,-4.6889,0.0429,5.222
7.688911,1.3251,-5.3165,-3.4601,6.480
7.697007,-0.3319,-5.3084,-6.0442,8.051
7.704501,-1.6971,-4.8593,-7.4112,9.023
7.712699,-2.6925,-4.4346,-7.2551,8.919
7.728044,-3.5619,-4.0006,-6.4259,8.366
7.729845,-3.8449,-3.5290,-5.2240,7.384
7.734747,-3.6456,-2.7535,-4.2980,6.273
7.742913,-3.2593,-1.6928,-3.6572,5.183
7.752899,-2.8410,-0.5075,-3.0813,4.222
7.760313,-2.8504,0.6835,-2.5314,3.873
7.766794,-2.9094,1.6544,-1.8295,3.814
7.775381,-2.9888,2.6475,-0.4055,4.013
7.782990,-2.6083,3.3483,1.2091,4.413
7.791175,-2.2190,3.0743,1.6657,4.141
7.799493,-2.5781,2.0820,0.7513,3.398
7.807010,-3.3789,1.1470,-0.5384,3.609
7.814935,-3.8570,0.5279,-1.4687,4.161
7.829328,-3.8407,-0.1812,-2.1962,4.428
7.834190,-3.4441,-0.9534,-2.7443,4.506
7.839102,-3.0124,-1.5974,-2.9210,4.490
7.847100,-2.6400,-1.7759,-2.7879,4.230
7.855372,-2.2840,-1.7258,-2.4745,3.784
7.863646,-2.1538,-1.4120,-2.1599,3.361
7.871546,-2.0753,-1.0812,-1.8516,2.984
7.880314,-2.1408,-0.6212,-1.4954,2.684
7.888542,-2.2026,-0.2165,-1.0845,2.465
7.897157,-2.1599,0.0684,-0.5665,2.234
7.904935,-1.9506,0.2456,0.1427,1.971
7.913723,-1.6454,0.3894,1.1151,2.025
7.924952,-1.1932,0.5049,1.8962,2.297
7.931924,-0.8676,0.5587,2.4740,2.681
7.939454,-0.8515,0.4361,2.2808,2.473
7.945001,-0.9453,0.3340,1.2598,1.610
7.950986,-1.1072,0.3048,-0.4177,1.222
7.959382,-1.2395,0.3719,-2.2310,2.579
7.967259,-0.9668,0.4582,-3.4100,3.574
7.975398,-0.4283,0.5892,-4.0905,4.155
7.983324,-0.0361,0.4931,-3.7341,3.767
7.991344,0.1540,0.2782,-2.5842,2.604
7.999403,0.1827,0.1650,-1.5042,1.524
8.007626,0.1818,0.0468,-0.6704,0.696
8.016720,0.2253,-0.0134,-0.1711,0.283
8.029144,0.1976,-0.1016,0.1508,0.269
8.033785,0.2037,-0.2276,0.2018,0.366
8.039056,0.1456,-0.3120,0.0793,0.353
8.047106,0.1168,-0.3433,-0.1076,0.378
8.054943,0.1013,-0.3573,-0.2954,0.475
8.062697,0.0300,-0.2922,-0.4512,0.538
8.071216,-0.0849,-0.2173,-0.5193,0.569
8.079669,-0.1339,-0.1352,-0.5219,0.556
8.088582,-0.1137,-0.0673,-0.5164,0.533
8.096879,-0.0440,0.0081,-0.4368,0.439
8.105026,0.0064,0.1172,-0.2907,0.313
8.113610,-0.0848,0.2339,-0.1717,0.302
8.126746,-0.2881,0.3341,-0.0977,0.452
8.127574,-0.5695,0.3581,-0.0525,0.675
8.147783,-0.8324,0.3083,-0.1978,0.909
8.148800,-0.9701,0.2350,-0.5024,1.117
8.155072,-0.8371,0.1980,-0.9408,1.275
8.160366,-0.5718,0.2233,-1.3860,1.516
8.166722,-0.4425,0.2964,-1.6634,1.747
8.174735,-0.4976,0.3382,-1.7396,1.841
8.183386,-0.5225,0.3486,-1.5576,1.680
8.191840,-0.5170,0.2747,-1.0711,1.221
8.199253,-0.4639,0.0831,-0.6172,0.777
8.207085,-0.3306,-0.0919,-0.4578,0.572
8.215898,-0.2330,-0.1354,-0.7714,0.817
8.223921,-0.2462,0.0437,-1.5892,1.609
8.232401,-0.1825,0.2031,-2.5055,2.520
8.239234,0.0222,0.2949,-2.9736,2.988
8.246999,0.2165,0.2874,-2.9956,3.017
8.254924,0.4451,0.2361,-2.7039,2.750
8.264173,0.5580,0.1339,-2.1516,2.227
8.271469,0.4619,0.0891,-1.6382,1.704
8.280916,0.1082,0.0228,-1.1637,1.169
8.288894,-0.3104,-0.1129,-0.8699,0.930
8.296442,-0.6691,-0.1579,-0.6676,0.958
8.304955,-0.7361,-0.0526,-0.5220,0.904
8.313684,-0.5175,0.0592,-0.3038,0.603
8.324966,-0.2933,0.1488,-0.2429,0.409
8.327888,-0.0544,0.2526,-0.4201,0.493
8.337558,0.0093,0.4261,-0.8090,0.914
8.342830,-0.0951,0.7700,-1.2981,1.512
8.351168,-0.4718,1.1572,-1.7564,2.156
8.359421,-0.9178,1.4943,-2.0661,2.710
8.367046,-1.3054,1.6876,-2.1929,3.060
8.375037,-1.6989,1.7970,-2.0746,3.228
8.382909,-2.0555,1.7601,-1.7108,3.202
8.391090,-2.3214,1.6777,-1.2006,3.106
8.399309,-2.5716,1.5668,-0.5790,3.066
8.407332,-2.8448,1.4154,0.2351,3.186
8.415686,-3.1231,1.2094,1.0426,3.508
8.437056,-3.2382,0.8722,1.6766,3.749
8.438175,-3.2220,0.3081,1.4893,3.563
8.442749,-2.8205,-0.3129,0.7288,2.930
8.447667,-2.3812,-0.8068,-0.1640,2.519
8.465772,-1.7929,-1.0896,-0.6877,2.208
8.467121,-1.3547,-1.1519,-0.5728,1.868
8.472169,-0.8570,-1.1652,-0.4238,1.507
8.480155,-0.5765,-1.1175,-0.1721,1.269
8.487697,-0.5433,-1.0286,-0.0685,1.165
8.495945,-0.6199,-0.9559,-0.2323,1.163
8.503524,-0.6358,-0.8565,-0.5987,1.223
8.512700,-0.4751,-0.7782,-1.0439,1.386
8.523039,-0.2677,-0.7307,-1.4332,1.631
8.535858,0.0595,-0.7023,-1.7884,1.922
8.536413,0.3674,-0.6281,-2.0271,2.154
8.542616,0.5845,-0.4796,-2.0323,2.168
8.551280,0.7345,-0.3404,-1.7472,1.926
8.559333,0.8042,-0.2393,-1.2867,1.536
8.566774,0.7922,-0.1667,-0.8287,1.158
8.574553,0.7022,-0.0940,-0.1619,0.727
8.582501,0.3585,-0.1434,0.6667,0.771
8.591256,-0.0058,-0.2364,1.4149,1.435
8.598912,-0.1676,-0.3492,1.9220,1.961
8.606696,-0.1492,-0.4103,2.2599,2.302
8.616489,-0.0353,-0.2472,2.1312,2.146
8.630274,0.2283,-0.1465,1.4860,1.511
8.631233,0.5880,-0.2368,0.7737,1.000
8.639010,1.0613,-0.4269,0.2900,1.180
8.647235,1.4367,-0.5776,0.1121,1.553
8.655423,1.5432,-0.6127,0.2510,1.679
8.663370,1.2821,-0.5419,0.5523,1.497
8.672416,0.9145,-0.4829,0.7641,1.286
8.679680,0.4955,-0.5196,0.7759,1.057
